hotel;reserva_cancelada;dias_entre_reserva_y_llegada;anio_llegada;mes_llegada;numero_semana_anio;dia_del_mes_llegada;numero_noches_finde;numero_noches_semanales;adultos;chicos;bebes;tipo_comida;pais_origen;segmento_mercado;canal_distribucion_reserva;huesped_repetido;numero_reservas_anteriores_canceladas;numero_reservas_anteriores_no_canceladas;tipo_habitacion_reservada;tipo_habitacion_asignada;numero_cambios_reserva;deposito;codigo_agencia;codigo_empresa;dias_espera_reserva;tipo_reserva;tarifa;n_cocheras_reservada;num_solicitudes_especiales
Resort Hotel;0;27;2015;September;36;1;2;5;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;142;NULL;0;Contract;101.03;0;0
Resort Hotel;1;73;2015;September;36;1;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;120.71;0;1
Resort Hotel;1;149;2015;September;36;2;0;2;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;155;0;3
Resort Hotel;1;71;2015;September;36;2;2;5;2;2;0;BB;PRT;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;NULL;0;Transient;153;0;0
Resort Hotel;0;1;2015;September;36;3;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;131.4;0;0
Resort Hotel;0;154;2015;September;36;3;0;3;2;0;0;BB;ITA;Corporate;Direct;0;0;0;A;A;0;No Deposit;NULL;268;0;Transient-Party;88.2;0;0
Resort Hotel;0;29;2015;September;36;3;0;3;2;1;0;HB;PRT;Direct;Direct;0;0;0;D;F;2;No Deposit;250;NULL;0;Transient;211;0;2
Resort Hotel;1;304;2015;September;36;3;0;3;40;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Group;0;0;0
Resort Hotel;0;327;2015;September;36;3;4;10;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;40;NULL;0;Contract;62.48;0;1
Resort Hotel;0;14;2015;September;36;4;0;2;3;0;0;BB;IRL;Groups;TA/TO;0;0;0;A;C;0;Refundable;96;NULL;0;Transient-Party;128;1;0
Resort Hotel;0;15;2015;September;36;4;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;E;0;No Deposit;240;NULL;0;Transient;146;0;1
Resort Hotel;1;29;2015;September;36;4;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;8;NULL;0;Contract;79.5;0;0
Resort Hotel;1;15;2015;September;36;5;1;1;1;2;0;BB;PRT;Online TA;TA/TO;0;0;0;H;H;0;No Deposit;240;NULL;0;Transient;163;0;0
Resort Hotel;1;333;2015;September;36;5;2;5;26;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;96;NULL;0;Group;0;0;0
Resort Hotel;1;26;2015;September;37;6;2;3;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Transient;117.8;0;1
Resort Hotel;0;110;2015;September;37;6;2;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;98;1;0
Resort Hotel;0;61;2015;September;37;6;2;4;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Transient;128;0;0
Resort Hotel;0;30;2015;September;37;6;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;240;NULL;0;Transient;126.29;1;2
Resort Hotel;0;144;2015;September;37;6;4;10;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;83.15;0;1
Resort Hotel;0;4;2015;September;37;7;1;4;2;0;0;HB;PRT;Direct;Direct;0;0;0;A;C;1;No Deposit;250;NULL;0;Transient;161;0;0
Resort Hotel;1;344;2015;September;37;8;4;10;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;171;NULL;0;Transient;58.95;0;0
Resort Hotel;1;78;2015;September;37;9;2;7;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;NULL;0;Transient;92.67;0;1
Resort Hotel;0;108;2015;September;37;10;2;3;2;0;0;BB;RUS;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;82.44;0;1
Resort Hotel;0;140;2015;September;37;10;2;5;2;1;0;HB;SRB;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;177;NULL;0;Transient;106.25;0;1
Resort Hotel;1;147;2015;September;37;10;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;142;NULL;0;Contract;70.48;0;0
Resort Hotel;0;97;2015;September;37;10;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;40;NULL;0;Transient;83.5;0;0
Resort Hotel;0;136;2015;September;37;12;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;241;NULL;0;Transient;68.45;0;1
Resort Hotel;0;2;2015;September;37;12;2;5;2;0;0;BB;IRL;Direct;Direct;0;0;0;E;F;0;No Deposit;250;NULL;0;Transient;131.14;0;0
Resort Hotel;0;170;2015;September;37;12;6;12;2;0;0;HB;SWE;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;69;NULL;0;Contract;72.25;0;0
Resort Hotel;1;12;2015;September;38;13;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;110.75;0;0
Resort Hotel;0;99;2015;September;38;15;0;5;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;147;NULL;0;Transient;55.79;0;0
Resort Hotel;0;46;2015;September;38;16;0;1;2;0;0;BB;CHE;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;251;NULL;0;Transient;62;0;0
Resort Hotel;0;0;2015;September;38;16;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;65;0;0
Resort Hotel;0;138;2015;September;38;17;2;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;74;0;2
Resort Hotel;0;110;2015;September;38;17;1;3;1;0;0;BB;NLD;Direct;Direct;0;0;0;A;A;1;No Deposit;250;NULL;0;Transient-Party;65;0;0
Resort Hotel;1;76;2015;September;38;17;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;84.71;0;1
Resort Hotel;0;99;2015;September;38;18;1;2;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;E;F;0;No Deposit;142;NULL;0;Transient;81.2;0;0
Resort Hotel;0;127;2015;September;38;18;2;5;2;0;0;BB;NLD;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;71;NULL;0;Contract;73.5;0;0
Resort Hotel;1;68;2015;September;38;19;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;114;0;0
Resort Hotel;0;99;2015;September;38;19;2;5;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;156;NULL;0;Transient;69.83;0;0
Resort Hotel;0;83;2015;September;39;20;2;5;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;0;0;D;E;0;No Deposit;134;NULL;0;Transient;100.93;0;0
Resort Hotel;1;12;2015;September;39;21;1;1;1;0;0;HB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;208;NULL;0;Transient-Party;64;0;0
Resort Hotel;1;185;2015;September;39;21;1;1;2;0;0;HB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;208;NULL;0;Transient-Party;26;0;0
Resort Hotel;0;121;2015;September;39;21;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;G;0;No Deposit;242;NULL;0;Transient;99;0;2
Resort Hotel;0;128;2015;September;39;21;1;2;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;H;0;No Deposit;240;NULL;0;Transient;79;0;1
Resort Hotel;0;70;2015;September;39;22;2;5;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;5;NULL;0;Transient;80.63;0;0
Resort Hotel;1;21;2015;September;39;23;0;1;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;C;0;No Deposit;NULL;110;0;Transient;75.65;0;0
Resort Hotel;0;34;2015;September;39;23;0;2;2;0;0;BB;POL;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;114;1;1
Resort Hotel;0;76;2015;September;39;23;2;7;2;0;0;BB;POL;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;69;NULL;0;Contract;64;0;0
Resort Hotel;0;16;2015;September;39;25;0;1;1;0;0;SC;PRT;Direct;Direct;0;0;0;A;A;4;No Deposit;NULL;312;0;Transient-Party;80;0;1
Resort Hotel;0;0;2015;September;39;25;0;1;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;89;0;0
Resort Hotel;0;8;2015;September;39;25;0;2;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;E;E;1;No Deposit;240;NULL;0;Transient;136.5;0;1
Resort Hotel;0;79;2015;September;39;25;2;3;2;0;0;BB;IRL;Direct;Direct;0;0;0;D;D;0;No Deposit;250;NULL;0;Transient;89;0;1
Resort Hotel;1;74;2015;September;39;25;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;89.06;0;3
Resort Hotel;0;163;2015;September;40;27;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;243;NULL;0;Contract;38.25;0;0
Resort Hotel;1;80;2015;September;40;28;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;241;NULL;0;Transient;55.44;0;1
Resort Hotel;1;98;2015;September;40;28;1;3;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;99.5;0;0
Resort Hotel;1;57;2015;September;40;29;2;5;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;40;NULL;0;Contract;54.4;0;1
Resort Hotel;0;60;2015;September;40;29;0;4;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;D;G;0;No Deposit;5;NULL;0;Transient;62;0;0
Resort Hotel;1;76;2015;September;40;29;2;6;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;81.45;0;1
Resort Hotel;0;2;2015;September;40;30;0;3;1;0;0;HB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;256;NULL;0;Transient-Party;58.5;0;0
Resort Hotel;0;55;2015;September;40;30;0;3;2;0;0;HB;FRA;Offline TA/TO;TA/TO;0;0;0;A;C;0;No Deposit;256;NULL;0;Transient-Party;73;0;0
Resort Hotel;0;49;2015;September;40;30;2;5;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;171;NULL;0;Transient;44.5;0;0
Resort Hotel;0;93;2015;September;40;30;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;2;NULL;0;Transient;71.93;0;0
Resort Hotel;1;68;2015;September;40;30;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;58.57;0;0
Resort Hotel;0;44;2015;October;40;1;0;3;2;1;0;HB;PRT;Direct;Direct;0;0;0;D;D;0;No Deposit;NULL;NULL;0;Transient;118.5;0;2
Resort Hotel;0;115;2015;October;40;1;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;147;NULL;0;Transient;36.74;0;1
Resort Hotel;0;45;2015;October;40;1;2;5;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;47;0;2
Resort Hotel;0;0;2015;October;40;2;0;2;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;H;0;No Deposit;NULL;NULL;0;Transient;0;0;2
Resort Hotel;0;115;2015;October;40;2;2;3;2;2;0;BB;IRL;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;NULL;0;Transient;106;0;1
Resort Hotel;0;20;2015;October;40;2;2;5;2;0;0;BB;LVA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;171;NULL;0;Transient-Party;44.5;0;1
Resort Hotel;1;87;2015;October;40;3;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;96;NULL;0;Transient;36.05;0;0
Resort Hotel;1;87;2015;October;40;3;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;96;NULL;0;Transient;36.05;0;0
Resort Hotel;0;53;2015;October;40;3;2;2;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;D;F;0;No Deposit;240;NULL;0;Transient;59.4;0;1
Resort Hotel;0;46;2015;October;40;3;2;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;36;NULL;0;Transient;44.8;1;0
Resort Hotel;0;38;2015;October;40;3;2;5;2;0;0;BB;GBR;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;93.43;1;0
Resort Hotel;1;361;2015;October;40;3;2;5;26;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;96;NULL;0;Group;0;0;0
Resort Hotel;0;75;2015;October;41;4;4;6;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;60.4;0;1
Resort Hotel;1;170;2015;October;41;4;4;8;2;0;0;BB;CN;Groups;TA/TO;0;0;0;A;A;0;Non Refund;15;NULL;0;Transient;44.5;0;0
Resort Hotel;1;170;2015;October;41;4;4;8;2;0;0;BB;CN;Groups;TA/TO;0;0;0;A;A;0;Non Refund;15;NULL;0;Transient;44.5;0;0
Resort Hotel;0;18;2015;October;41;4;2;4;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;63.47;0;1
Resort Hotel;1;1;2015;October;41;6;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;NULL;94;0;Transient;37;0;0
Resort Hotel;0;0;2015;October;41;6;0;2;2;0;0;BB;CHE;Direct;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient;66;1;0
Resort Hotel;1;1;2015;October;41;6;0;3;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;56;0;0
Resort Hotel;0;123;2015;October;41;6;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;147;NULL;0;Transient;43.3;0;1
Resort Hotel;0;13;2015;October;41;7;0;1;1;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Transient;58;0;0
Resort Hotel;0;6;2015;October;41;7;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;NULL;0;Transient;49.01;0;0
Resort Hotel;0;33;2015;October;41;8;0;3;2;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;2;No Deposit;NULL;NULL;0;Transient-Party;50;0;0
Resort Hotel;0;3;2015;October;41;8;0;3;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;D;0;No Deposit;250;NULL;0;Transient;67;0;0
Resort Hotel;0;29;2015;October;41;8;1;3;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;85;1;1
Resort Hotel;0;10;2015;October;41;8;2;5;1;0;0;BB;IRL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;314;NULL;0;Transient-Party;41.37;0;1
Resort Hotel;0;132;2015;October;41;8;1;3;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;8;NULL;0;Contract;44.5;0;0
Resort Hotel;0;94;2015;October;41;8;2;5;2;0;0;BB;IRL;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;77.43;0;0
Resort Hotel;0;77;2015;October;41;9;0;2;2;0;1;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Contract;56;1;2
Resort Hotel;0;8;2015;October;41;9;1;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;104.67;1;1
Resort Hotel;1;78;2015;October;41;9;1;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;Non Refund;134;NULL;0;Transient;92;0;0
Resort Hotel;1;78;2015;October;41;9;1;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;Non Refund;134;NULL;0;Transient;92;0;0
Resort Hotel;1;78;2015;October;41;9;1;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;Non Refund;134;NULL;0;Transient;92;0;0
Resort Hotel;1;78;2015;October;41;9;1;2;2;0;0;FB;ESP;Groups;TA/TO;0;0;0;A;A;0;Non Refund;134;NULL;0;Transient;92;0;0
Resort Hotel;0;14;2015;October;41;9;1;2;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;314;NULL;0;Transient;78.8;1;0
Resort Hotel;0;25;2015;October;41;9;1;2;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;196;NULL;0;Transient;44.5;0;0
Resort Hotel;0;10;2015;October;41;9;2;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;71.5;0;2
Resort Hotel;1;35;2015;October;41;10;;1;2;1;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;4;No Deposit;NULL;NULL;0;Transient;67.5;0;0
Resort Hotel;0;11;2015;October;41;10;1;1;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;A;H;1;No Deposit;240;NULL;0;Transient;82.35;0;0
Resort Hotel;0;19;2015;October;41;10;1;1;2;2;0;BB;ESP;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;NULL;0;Transient;117;0;3
Resort Hotel;0;12;2015;October;41;10;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;240;NULL;0;Transient;61.35;1;1
Resort Hotel;1;143;2015;October;41;10;2;2;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;98;0;0
Resort Hotel;0;78;2015;October;41;10;3;6;2;0;0;BB;GBR;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;79.22;0;1
Resort Hotel;0;5;2015;October;42;11;2;5;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;NULL;0;Transient;92.71;0;0
Resort Hotel;0;2;2015;October;42;12;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;56;0;1
Resort Hotel;0;0;2015;October;42;14;0;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;56;0;2
Resort Hotel;0;153;2015;October;42;16;0;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;NULL;0;Transient-Party;0;0;3
Resort Hotel;0;153;2015;October;42;16;0;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;NULL;0;Transient-Party;0;0;3
Resort Hotel;0;88;2015;October;42;16;1;2;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;70;1;2
Resort Hotel;0;9;2015;October;43;18;2;2;2;0;0;HB;GBR;Direct;Direct;0;0;0;F;F;1;No Deposit;250;NULL;0;Transient;108;0;1
Resort Hotel;0;74;2015;October;43;18;2;5;2;2;0;BB;GBR;Online TA;TA/TO;0;0;0;C;C;0;No Deposit;241;NULL;0;Transient;50.05;0;0
Resort Hotel;1;82;2015;October;43;18;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;240;NULL;0;Transient;55.14;0;2
Resort Hotel;0;47;2015;October;43;19;1;4;2;0;0;HB;ESP;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;47;Transient-Party;76.8;0;0
Resort Hotel;0;47;2015;October;43;19;1;4;2;0;0;HB;ESP;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;47;Transient-Party;76.8;0;0
Resort Hotel;0;99;2015;October;43;20;0;2;2;0;0;BB;FRA;Direct;Direct;0;0;0;F;F;1;No Deposit;250;NULL;0;Transient;75;0;1
Resort Hotel;0;40;2015;October;43;20;2;5;3;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;115;NULL;0;Contract;113.33;0;1
Resort Hotel;0;92;2015;October;43;21;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;E;0;No Deposit;240;NULL;0;Transient;66.43;0;1
Resort Hotel;0;21;2015;October;43;21;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;70;1;2
Resort Hotel;0;21;2015;October;43;22;2;5;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;C;0;No Deposit;243;NULL;0;Transient;43.93;0;0
Resort Hotel;0;24;2015;October;43;22;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;76;0;2
Resort Hotel;0;24;2015;October;43;22;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;76;0;2
Resort Hotel;0;29;2015;October;43;22;1;3;2;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;2;No Deposit;NULL;317;0;Transient-Party;56;0;0
Resort Hotel;0;30;2015;October;43;23;0;2;2;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;2;No Deposit;NULL;317;0;Transient-Party;56;0;0
Resort Hotel;0;163;2015;October;43;23;1;2;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;C;0;No Deposit;240;NULL;0;Transient-Party;47;0;1
Resort Hotel;0;30;2015;October;43;23;1;2;2;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;4;No Deposit;NULL;317;0;Transient-Party;56;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;1;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;39;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;47;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;1;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;39;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;47;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;47;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;1;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;39;0;0
Resort Hotel;0;50;2015;October;43;24;2;2;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;177;NULL;0;Transient;42.05;0;0
Resort Hotel;0;98;2015;October;43;24;2;3;2;0;0;BB;IRL;Offline TA/TO;TA/TO;0;0;0;E;E;0;No Deposit;175;NULL;0;Transient;52;0;0
Resort Hotel;1;40;2015;October;43;24;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;76;0;2
Resort Hotel;1;148;2015;October;43;24;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;47;0;0
Resort Hotel;1;148;2015;October;43;24;0;1;1;20;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;39;0;0
Resort Hotel;0;10;2015;October;44;27;0;2;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;196;NULL;0;Transient-Party;72.5;0;2
Resort Hotel;0;34;2015;October;44;27;0;4;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;D;F;0;No Deposit;240;NULL;0;Transient;56;0;1
Resort Hotel;0;49;2015;October;44;28;2;5;1;0;0;HB;CHE;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;65.19;0;1
Resort Hotel;0;0;2015;October;44;28;0;1;1;0;0;BB;DEU;Corporate;Corporate;0;0;0;A;D;0;No Deposit;NULL;59;0;Transient;48;0;0
Resort Hotel;0;1;2015;October;44;29;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;39;1;0
Resort Hotel;0;2;2015;October;44;29;0;2;1;0;0;BB;USA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;35.1;0;1
Resort Hotel;1;63;2015;October;44;29;3;8;2;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;250;NULL;0;Transient;56.02;0;0
Resort Hotel;0;154;2015;October;44;30;0;2;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;42;1;0
Resort Hotel;0;6;2015;October;44;30;1;2;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;54;1;0
Resort Hotel;0;11;2015;October;44;30;1;2;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;45.66;0;1
Resort Hotel;1;155;2015;October;44;31;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;36;0;0
Resort Hotel;0;155;2015;October;44;31;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;36;0;1
Resort Hotel;0;4;2015;October;44;31;0;1;1;0;0;BB;PRT;Groups;Direct;0;0;0;F;F;0;No Deposit;NULL;NULL;0;Transient;72;1;0
Resort Hotel;0;4;2015;October;44;31;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;330;NULL;0;Transient;44.5;0;0
Resort Hotel;0;1;2015;October;44;31;0;1;2;1;0;BB;ESP;Direct;Direct;0;0;0;E;E;0;No Deposit;250;NULL;0;Transient;58;0;1
Resort Hotel;1;155;2015;October;44;31;0;1;2;0;0;BB;PRT;Groups;Direct;0;0;0;A;A;0;Non Refund;NULL;NULL;0;Transient;36;0;0
Resort Hotel;0;3;2015;October;44;31;0;1;1;0;0;BB;PRT;Groups;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;36;0;0
